 ******* Program HYDRUS
 ******* Fertilization optimization                                              
 Date:   0. 0.    Time:   1:**:24
 Units: L = mm   , T = hours, M = M    


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
    0.4000000E+02   0.3736E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4050000E+02   0.2782E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4100000E+02   0.2890E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4116667E+02   0.5001E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4137500E+02   0.3826E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4158333E+02   0.3576E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4200000E+02   0.2358E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4233333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4266667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4300000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4316667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4333333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4346667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4352593E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4360494E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4370370E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4385185E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4400000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4412500E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4430000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4453333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4476667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4500000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4533333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4566667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4600000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4650000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4700000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4750000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4800000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.4900000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5000000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5100000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5200000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5300000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5300333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5300567E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5300800E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5301103E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5301407E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5301710E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5302013E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5302317E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5302711E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5303224E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5303736E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5304249E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5304762E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5305428E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5306094E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5306961E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5307827E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5308953E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5310080E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5311206E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5312332E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5313796E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5315260E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5316724E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5318628E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5320531E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5322435E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5324909E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5327383E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5329858E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5332332E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5334807E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5338023E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5341240E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5344457E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5347673E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5350890E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5354107E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5358288E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5362460E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5366631E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5370802E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5374973E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5379144E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5383315E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5387487E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5391658E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5395829E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5400000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5404612E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5409223E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5413835E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5418447E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5424442E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5430437E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5438166E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5445895E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5456716E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5467537E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5478358E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5489179E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5500000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5516667E+02   0.6329E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5536572E+02   0.7552E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5557715E+02   0.8911E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.5578857E+02   0.1029E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5600000E+02   0.1170E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5629246E+02   0.1217E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5662211E+02   0.1217E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5681106E+02   0.1218E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5700000E+02   0.1220E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5741404E+02   0.1222E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5770702E+02   0.1222E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5800000E+02   0.1223E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5850000E+02   0.1220E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5900000E+02   0.1165E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.5950000E+02   0.1071E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6000000E+02   0.9625E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6050000E+02   0.8530E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6100000E+02   0.7498E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6150000E+02   0.6662E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6166667E+02   0.1004E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6172222E+02   0.1125E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6174537E+02   0.1160E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6175598E+02   0.1183E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6176977E+02   0.1147E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6178770E+02   0.1156E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6181129E+02   0.1109E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6184274E+02   0.1083E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6188206E+02   0.1033E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.6194103E+02   0.9664E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6200000E+02   0.9455E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6206657E+02   0.9123E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6215312E+02   0.8340E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6225898E+02   0.7814E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6240718E+02   0.7038E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6260479E+02   0.6342E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6280239E+02   0.6264E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6300000E+02   0.6076E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6333333E+02   0.4628E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6366667E+02   0.4728E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6400000E+02   0.4633E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6425000E+02   0.5181E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6450000E+02   0.4794E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6466667E+02   0.5503E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6483333E+02   0.4974E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6500000E+02   0.4689E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6525000E+02   0.3800E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6562500E+02   0.3183E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6600000E+02   0.3318E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6633333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6655556E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6677778E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6700000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6706667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6715333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6725917E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6740733E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6760489E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6773659E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6786830E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6800000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6816667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6837500E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6868750E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6900000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.6933333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7000000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7050000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7100000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7200000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7300000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7400000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7500000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7600000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7700000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7701000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7701700E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7702190E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7702680E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7703170E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7703660E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7704150E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7704787E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7705424E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7706061E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7706889E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7707717E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7708794E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7709870E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7710947E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7712346E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7713746E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7715145E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7716965E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7718784E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7720603E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7722423E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7724788E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7727153E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7729518E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7731883E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7734958E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7738032E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7741107E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7744182E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7748179E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7752176E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7756173E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7760170E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7764153E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7768136E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7772588E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7777067E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7781573E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7786105E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7790660E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7795238E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7797619E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7800000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7804616E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7809232E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7813848E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7819849E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7825850E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7831850E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7839423E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7849519E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7859615E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7869711E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7884132E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7900000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7912500E+02   0.6374E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7930000E+02   0.7573E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7951360E+02   0.9005E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.7975122E+02   0.1062E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8000000E+02   0.1232E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8029351E+02   0.1307E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8062265E+02   0.1306E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8081133E+02   0.1308E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8100000E+02   0.1311E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8141465E+02   0.1314E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8170732E+02   0.1316E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8200000E+02   0.1318E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8250000E+02   0.1318E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8300000E+02   0.1272E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8350000E+02   0.1179E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8400000E+02   0.1064E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8450000E+02   0.9482E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8500000E+02   0.8381E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8550000E+02   0.7422E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8600000E+02   0.6829E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8605556E+02   0.1224E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8611111E+02   0.1166E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8612963E+02   0.1248E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8613765E+02   0.1247E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8614113E+02   0.1273E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8614565E+02   0.1286E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8615153E+02   0.1285E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8615917E+02   0.1288E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8616910E+02   0.1246E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8618201E+02   0.1211E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8619880E+02   0.1200E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8622062E+02   0.1172E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8624898E+02   0.1117E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8628586E+02   0.1087E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8633380E+02   0.1020E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8639612E+02   0.9718E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8648239E+02   0.9010E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8658591E+02   0.8480E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8672394E+02   0.7699E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8686197E+02   0.7577E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8700000E+02   0.7334E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8725000E+02   0.5682E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8762500E+02   0.4780E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8781250E+02   0.6642E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8800000E+02   0.6076E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8820000E+02   0.5698E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8846667E+02   0.4793E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8900000E+02   0.3289E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8933333E+02   0.4722E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8934568E+02   0.1035E+01  0.0000E+00  0.0000E+00  0.1035E-37
    0.8936173E+02   0.9260E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8938259E+02   0.8850E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8940972E+02   0.7962E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8944498E+02   0.7173E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8949082E+02   0.6571E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8954739E+02   0.6051E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8962283E+02   0.5452E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8971712E+02   0.5108E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.8985856E+02   0.4450E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9000000E+02   0.4480E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9016667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9023611E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9033160E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9042708E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9052257E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9061806E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9074537E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9087269E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9100000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9111111E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9122222E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9137778E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9153333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9165000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9176667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9188333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9200000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9216667E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9233333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9255556E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9300000E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
    0.9333333E+02   0.0000E+00  0.0000E+00  0.0000E+00  0.1035E-37
